300,,200,,100,,50,
X,Y,X,Y,X,Y,X,Y
50.28625269,66.74222105,50.28238171,32.09626408,50.27714393,11.91807808,50.27164928,4.215122228
51.04625305,68.48291661,51.04233858,33.02565717,51.03700962,12.23575853,51.03144995,4.342034927
51.81779455,70.98053155,51.81382702,34.26846282,51.80841751,12.69620871,51.80278601,4.515530504
52.60099756,73.56923608,52.59697625,35.55803713,52.59148189,13.16661481,52.58578074,4.695958478
53.39604777,76.380497,53.39197511,36.97883688,53.38638198,13.65444988,53.3805821,4.859057217
54.20310538,79.16614166,54.19896797,38.30603207,54.1932935,14.15243624,54.18741871,5.047558078
55.02236778,82.14528383,55.01815812,39.68086119,55.0124076,14.68501391,55.00642782,5.222868477
55.85400979,85.18884142,55.84973321,41.1280471,55.84389577,15.22058558,55.83784862,5.434600638
56.69821507,88.24632592,56.69387719,42.62801278,56.68795486,15.78452214,56.68184299,5.661250051
57.55519363,91.61843444,57.55080035,44.331309,57.54477157,16.36935306,57.53855378,5.857875031
58.42511145,94.90668134,58.4206724,46.07686736,58.41454218,16.98535669,58.40823728,6.085123741
59.30818113,98.36798756,59.30368196,47.81080987,59.29745211,17.6048233,59.29104145,6.296470586
60.20460156,102.0126111,60.20002022,49.47136177,60.19370683,18.24688226,60.18723824,6.566410622
61.11455665,105.5556851,61.10991686,51.27561338,61.10353322,18.98660064,61.09694528,6.809702116
62.03829436,109.7119713,62.03356253,53.11592944,62.02707875,19.65703715,62.02040584,7.065961551
62.97598311,113.8405994,62.97120941,55.3621013,62.96458687,20.36254137,62.9578168,7.323661603
63.92784096,118.0584973,63.92300263,57.47762295,63.91625742,21.06976755,63.90941889,7.616294646
64.89408578,122.4326722,64.88916286,59.5072173,64.88232716,21.85042163,64.8753929,7.907331942
65.87493502,126.9689142,65.86993381,61.67748285,65.86301417,22.71078843,65.85596735,8.209490487
66.87060941,131.6732281,66.86552475,63.89112897,66.85850446,23.53906513,66.85136686,8.527967087
67.88133305,136.5518411,67.87620749,66.59296356,67.86904513,24.41120894,67.86179965,8.843936035
68.90733338,141.6112112,68.90211413,68.90585206,68.89486379,25.32983981,68.88751691,9.187025132
69.9488372,146.775861,69.9435473,71.49888394,69.93617914,26.25363496,69.92872533,9.527412781
71.00608707,152.2140403,71.00072557,74.23103164,70.99324186,27.24159913,70.98567957,9.891478588
72.07932111,157.9420859,72.07387008,76.93828394,72.06629023,28.29840185,72.05860515,10.26370995
73.16876812,163.7023329,73.16324762,79.87828445,73.15553167,29.2976477,73.14773475,10.63208137
74.27469038,169.8627003,74.26909518,82.97705952,74.26124513,30.3661513,74.25336532,11.06929383
75.39731942,176.0576996,75.39163522,85.95516169,75.38364877,31.38566682,75.37568535,11.49227869
