100,,200,,300,,400,
X,Y,X,Y,X,Y,X,Y
0,0,0,0,0,0,0,0
62.93234359,10.30989364,52.10855437,15.47584258,52.10855437,31.15346291,52.10855437,55.77595006
65.03004306,11.17767699,54.27267938,17.27225411,54.27267938,34.82906513,54.27267938,62.42432678
67.51009517,12.19120219,56.52668285,19.32208019,56.52668285,38.87799644,56.52668285,69.84351244
70.31386294,13.64648392,58.87429754,21.57164584,58.87429754,43.51892006,58.87429754,77.97501614
73.23407424,15.25181648,61.31941123,24.1167494,61.31941123,48.63081741,61.31941123,87.25594392
76.27556509,17.03278476,63.86607315,26.94959423,63.86607315,54.31790361,63.86607315,97.58098471
79.44337236,19.06601333,66.51850072,30.11052635,66.51850072,60.80191165,66.51850072,109.2463091
82.74274213,21.29567072,69.28108649,33.65785952,69.28108649,67.91233526,69.28108649,121.9463572
86.17913831,23.79714094,72.15840545,37.58228986,72.15840545,75.88957566,72.15840545,136.4186329
89.75825177,26.63784065,75.1552226,42.04897778,75.1552226,84.94862591,75.1552226,152.6321064
93.4860097,29.73452978,78.27650084,46.9226806,78.27650084,94.86815311,78.27650084,170.7725653
97.36858549,33.24787608,81.52740916,52.50762346,81.52740916,106.0281659,81.52740916,190.8321583
101.4124089,37.19941513,84.91333124,58.57537101,84.91333124,118.684904,84.91333124,213.4134259
105.6241766,41.51746488,88.43987435,65.55743286,88.43987435,132.4616614,88.43987435,238.5927411
110.0108637,46.45185177,92.11287863,73.18993142,92.11287863,148.135918,92.11287863,267.115324
114.5797347,51.88412084,95.93842679,81.82515362,95.93842679,165.8191204,95.93842679,298.5842873
119.3383558,57.99660988,99.92285412,91.39412093,99.92285412,184.9810724,99.92285412,333.6571298
124.2946077,64.86943669,104.0727591,102.1612989,104.0727591,206.9662341,104.0727591,373.254688
129.4566981,72.3881535,108.3950141,114.1969624,108.3950141,231.2772727,108.3950141,417.1632805
134.8331757,81.02923385,112.896777,127.5120701,112.896777,258.403906,112.896777,466.1648612
140.4329444,90.4630308,117.5855031,142.6006391,117.5855031,289.1602702,117.5855031,521.4072341
146.2652775,101.136198,122.4689571,159.2028629,122.4689571,322.5254313,122.4689571,582.5633636
152.3398337,113.1036964,127.5552263,178.1518846,127.5552263,361.0257664,127.5552263,651.1953867
158.6666729,126.2717501,132.8527337,199.387217,132.8527337,403.2455924,132.8527337,728.4775573
165.2562726,141.3011666,138.3702524,222.6353159,138.3702524,450.6123487,138.3702524,813.5425347
172.1195455,157.7276402,144.1169197,248.9026642,144.1169197,504.1680191,144.1169197,909.6683748
179.2678577,176.418987,150.1022523,278.6145413,150.1022523,562.6038058,150.1022523,1017.783254
186.713047,197.2029785,156.3361623,311.7764637,156.3361623,629.5673738,156.3361623,1136.102091
194.4674432,220.1964001,162.8289733,348.6150717,162.8289733,703.0825204,162.8289733,1270.734666
202.5438879,246.4815682,169.5914379,389.2628011,169.5914379,786.0348292,169.5914379,1421.321731
210.9557561,275.135422,176.634755,435.5945638,176.634755,879.0467354,176.634755,1587.290744
219.7169784,307.6446301,183.9705887,487.5921275,183.9705887,981.0851012,183.9705887,1775.115675
228.8420637,344.2084626,191.6110876,545.4582899,191.6110876,1098.198673,191.6110876,1984.858225
238.3461238,384.1040758,199.5689047,608.8686381,199.5689047,1225.865923,199.0584578,2164.734466
248.2448979,429.8218245,207.8572186,681.2332066,207.8572186,1370.710706,,
258.5547788,480.3103257,216.4897553,761.0173938,216.4897553,1531.957115,,
269.2928404,536.6461771,225.4808106,850.2775253,225.4808106,1711.375781,,
280.4768653,600.5201545,234.8452742,951.3337505,234.8452742,1915.071218,,
292.1253749,670.2275918,244.5986541,1061.598452,244.5986541,2136.044382,,
304.2576598,749.7684549,254.7571026,1187.954547,254.7571026,2391.027141,,
316.8938117,838.4889423,265.3374425,1325.850447,265.3374425,2668.98765,,
330.0547568,935.8194231,276.3571954,1483.198921,276.3571954,2984.347535,,
343.7622903,1047.529564,287.8346106,1656.650254,287.8346106,3334.900312,,
358.0391125,1170.031945,299.7886955,1851.246675,299.7886955,3726.052528,,
372.9088668,1307.468333,312.2392464,2070.305647,312.2392464,4167.604435,,
387.7501661,1455.957751,325.2068823,2311.340175,325.2068823,4650.652218,,
399.6018945,1592.829848,338.7130783,2586.446001,338.7130783,5205.807413,,
,,352.7802013,2885.334055,352.7802013,5810.99037,,
,,367.4315472,3229.259846,367.4315472,6497.600237,,
,,382.6913794,3606.902668,382.6913794,7260.832996,,
,,397.5654894,3952.589009,397.5654894,7950.07209,,
